,Unnamed: 0.1,subject,object,new_relation
106360,1479,presence,body,treat_procedure_gene
106518,1637,clearance,nasopharynx,treat_procedure_disease
107132,602,coronaviruses,severe acute respiratory syndrome coronavirus,disease_disease
107162,632,coronaviruses,severe acute respiratory syndrome coronavirus,disease_disease
107393,863,removal,end,treat_procedure_gene
107404,874,removal,end,treat_procedure_gene
107418,888,removal,procedure,treat_procedure_treat_procedure
107423,893,removal,end,treat_procedure_gene
107436,906,removal,procedure,treat_procedure_treat_procedure
107440,910,removal,procedure,treat_procedure_treat_procedure
107452,922,removal,procedure,treat_procedure_treat_procedure
107762,1232,infection,cell,disease_gene
107852,1322,viral infection,cell,disease_gene
107860,1330,fever,cough,symptom_symptom
108048,1518,presence,herpes simplex virus 1,treat_procedure_disease
108133,1603,presence,human papillomavirus,treat_procedure_disease
108134,1604,presence,papillomavirus,treat_procedure_disease
108152,11,coronavirus,syndrome,disease_disease
108153,12,coronavirus,syndrome,disease_disease
108161,20,coronavirus,severe acute respiratory syndrome,disease_disease
108167,26,coronavirus,severe acute respiratory syndrome,disease_disease
109298,1157,presence,virus,treat_procedure_disease
110877,583,coronaviruses,reduction,disease_treat_procedure
113570,777,disease,autoimmune disease,disease_disease
113575,782,disease,disease,disease_disease
113585,792,disease,inflammatory disease,disease_disease
116038,1719,replacement,virus,treat_procedure_disease
116358,2039,virus,inoculation,disease_treat_procedure
125343,1507,expression,infection,treat_procedure_disease
125371,1535,expression,infection,treat_procedure_disease
125372,1536,expression,detected,treat_procedure_treat_procedure
125375,1539,expression,infection,treat_procedure_disease
126422,808,presence,disease,treat_procedure_disease
126806,1192,protein,detection,gene_treat_procedure
127951,692,expression,brain,treat_procedure_disease
128181,922,infection,brain,disease_disease
128560,1301,illness,same,symptom_disease
129444,537,he,task,disease_gene
129497,590,bathing,light,treat_procedure_gene
130767,185,delivery,lung,treat_procedure_disease
131364,782,he,bed,disease_disease
131375,793,he,bed,disease_disease
131467,885,she,rash,gene_symptom
131997,1415,protein,hemagglutinin esterase,gene_gene
132655,2073,mask,sterilization,gene_treat_procedure
133687,972,supplementation,placebo,treat_procedure_treat_procedure
134446,517,infection,lymphocytopenia,disease_disease
134452,523,infection,lymphocytopenia,disease_disease
138231,483,release,damage,treat_procedure_gene
145348,501,inclusion,treatment,gene_treat_procedure
145385,538,inclusion,treatment,gene_treat_procedure
146413,1566,finding,detected,symptom_treat_procedure
147314,875,disease,calcitonin,disease_gene
147880,35,disease,diarrhoea,disease_symptom
147888,43,viral disease,diarrhoea,disease_symptom
147891,46,gastroenteritis,viral disease,disease_disease
147894,49,gastroenteritis,diarrhoea,disease_symptom
147899,54,gastroenteritis,disease,disease_disease
149719,527,n,set,treat_procedure_gene
149839,647,set,set,gene_gene
151726,1491,presence,meningoencephalitis,treat_procedure_disease
155482,191,detection,serum,treat_procedure_gene
158240,1303,skin lesion,regression,disease_disease
158251,1314,skin lesion,led,disease_gene
158283,1346,skin lesion,regression,disease_disease
160134,1275,syndrome,disease,disease_disease
160140,1281,syndrome,infectious,disease_disease
161480,1288,colony,presence,gene_treat_procedure
161544,1352,colony,presence,gene_treat_procedure
163636,1651,he,dilation,disease_treat_procedure
164741,418,therapy,syndrome,treat_procedure_disease
168483,839,virus,genetic material,disease_gene
168489,845,virus,genetic material,disease_gene
168548,904,endosome,cytoplasm,gene_gene
168549,905,endosome,cytoplasm,gene_gene
168931,1287,virus,bat,disease_gene
169926,547,virus,host cell,disease_gene
169996,617,acidification,endosome,treat_procedure_gene
170817,1438,infection,illness,disease_symptom
171315,352,antibody,grid,gene_gene
171540,577,disease,sensorineural deafness,disease_disease
174235,1830,intervention,isolation,treat_procedure_treat_procedure
176833,982,aim,conservative treatment,gene_treat_procedure
176837,986,aim,conservative treatment,gene_treat_procedure
176867,1016,aim,treatment,gene_treat_procedure
176875,1024,aim,treatment,gene_treat_procedure
177837,812,common procedure,right hemicolectomy,treat_procedure_treat_procedure
177838,813,common procedure,hemicolectomy,treat_procedure_treat_procedure
178510,663,treatment,tube thoracostomy,treat_procedure_treat_procedure
178581,734,airway management,intubation,treat_procedure_treat_procedure
178604,12,therapy,range of motion,treat_procedure_treat_procedure
178673,81,physical therapy,range of motion,treat_procedure_treat_procedure
179251,659,drainage,pneumothorax,symptom_disease
181147,697,discomfort,gastroesophageal reflux,symptom_disease
181174,724,discomfort,gastroesophageal reflux,symptom_disease
181232,782,he,hemostasis,disease_treat_procedure
181255,805,he,hemostasis,disease_treat_procedure
181258,808,mass,exploration,gene_treat_procedure
181265,815,she,fever,gene_symptom
181546,1096,cholecystectomy,intervention,treat_procedure_treat_procedure
182075,238,he,syndrome,disease_disease
182086,249,he,syndrome,disease_disease
182087,250,he,hepatorenal syndrome,disease_disease
182090,253,he,compartmental syndrome,disease_disease
183157,360,disease,treatment,disease_treat_procedure
183300,503,she,cough,gene_symptom
183890,1093,pneumoperitoneum,leukocytosis,disease_disease
186239,96,he,range of motion,disease_treat_procedure
187012,869,application,impact,treat_procedure_gene
187192,1049,treatment,debridement,treat_procedure_treat_procedure
187205,1062,primary treatment,debridement,treat_procedure_treat_procedure
187316,1173,internal fixation,creation,treat_procedure_treat_procedure
187319,1176,fixation,creation,treat_procedure_treat_procedure
187452,61,she,skin graft,gene_treat_procedure
187549,158,surgical,procedure,treat_procedure_treat_procedure
188200,52,reduction,cortex,treat_procedure_disease
188589,441,arthrosis,treatment,disease_treat_procedure
188904,756,fixation,open reduction,treat_procedure_treat_procedure
188908,760,fixation,open reduction,treat_procedure_treat_procedure
188923,775,fixation,reduction,treat_procedure_treat_procedure
188983,835,fixation,reduction,treat_procedure_treat_procedure
188990,842,immobilization,stabilization,treat_procedure_treat_procedure
189294,9,treatment,osteosynthesis,treat_procedure_treat_procedure
189528,243,osteotomy,anterior,treat_procedure_disease
189609,324,osteotomy,formula,treat_procedure_treat_procedure
189646,361,anterior,formula,disease_treat_procedure
190232,112,hip pain,drug therapy,symptom_treat_procedure
192007,205,impact,coagulopathy,gene_disease
193724,1117,transfusion,transfusion,treat_procedure_treat_procedure
194632,817,impact,reduction,gene_treat_procedure
196669,758,intussusception,bowel ischemia,disease_disease
196673,762,infiltration,treatment,treat_procedure_treat_procedure
196727,816,prosthesis,repair,treat_procedure_treat_procedure
197074,1163,chylothorax,drainage,disease_symptom
197080,1169,chylothorax,drainage,disease_symptom
197081,1170,chylothorax,drainage,disease_symptom
197082,1171,chylothorax,drainage,disease_symptom
197087,1176,chylothorax,drainage,disease_symptom
197090,1179,chylothorax,drainage,disease_symptom
197091,1180,chylothorax,drainage,disease_symptom
197099,1188,chylothorax,drainage,disease_symptom
197873,740,disease,livestock,disease_species
197917,784,disease,livestock,disease_species
198366,1233,pig,disease,gene_disease
200209,199,infection,disease,disease_disease
201380,1370,infection,virus,disease_disease
201889,1879,virus,infectious,disease_disease
202756,237,cough,disease,symptom_disease
205060,710,expression,condition,treat_procedure_disease
206511,379,pneumocytes,small intestine,gene_disease
207756,138,allele,trait,gene_gene
207766,148,allele,trait,gene_gene
207838,220,allele,trait,gene_gene
207875,257,allele,trait,gene_gene
208428,810,fitted,fitted,symptom_symptom
208493,875,fitted,fitted,symptom_symptom
209028,7,he,fit,disease_symptom
209096,75,breathlessness,dry cough,symptom_symptom
209109,88,breathlessness,cough,symptom_symptom
209117,96,breathlessness,dry cough,symptom_symptom
209127,106,oxygen therapy,regimen,treat_procedure_treat_procedure
209131,110,breathlessness,cough,symptom_symptom
209199,178,urine protein,treatment,gene_treat_procedure
210345,1324,infection,illness,disease_symptom
210348,1327,infection,illness,disease_symptom
210359,1338,respiratory infection,illness,disease_symptom
210360,1339,infection,illness,disease_symptom
210361,1340,infection,illness,disease_symptom
210363,1342,infection,illness,disease_symptom
210369,1348,respiratory infection,illness,disease_symptom
210373,1352,respiratory infection,illness,disease_symptom
210375,1354,respiratory infection,illness,disease_symptom
210569,1548,metapneumovirus,coronaviruses,disease_disease
210574,1553,human metapneumovirus,coronaviruses,disease_disease
210615,1594,bocaviruses,bovine parvovirus,disease_disease
210620,1599,bocaviruses,parvovirus,disease_disease
210643,1622,virus,detected,disease_treat_procedure
213236,160,influenza,vaccination,disease_treat_procedure
213645,569,activator protein 1,expression,gene_treat_procedure
214800,1724,virus,severe acute respiratory syndrome,disease_disease
214805,1729,virus,severe acute respiratory syndrome,disease_disease
214808,1732,virus,syndrome,disease_disease
214812,1736,virus,severe acute respiratory syndrome,disease_disease
214817,1741,virus,severe acute respiratory syndrome,disease_disease
214818,1742,virus,severe acute respiratory syndrome,disease_disease
214822,1746,virus,severe acute respiratory syndrome,disease_disease
214826,1750,virus,syndrome,disease_disease
214827,1751,virus,severe acute respiratory syndrome,disease_disease
214836,1760,virus,syndrome,disease_disease
214837,1761,virus,syndrome,disease_disease
214845,1769,virus,syndrome,disease_disease
214846,1770,virus,syndrome,disease_disease
214871,1795,virus,syndrome,disease_disease
214872,1796,virus,syndrome,disease_disease
214875,1799,virus,severe acute respiratory syndrome,disease_disease
215575,2499,virus,large,disease_gene
215577,2501,virus,change,disease_treat_procedure
215580,2504,virus,large,disease_gene
215591,2515,virus,change,disease_treat_procedure
215835,10,syndrome,disease,disease_disease
216064,239,change,change,treat_procedure_treat_procedure
216201,376,change,change,treat_procedure_treat_procedure
216312,487,change,change,treat_procedure_treat_procedure
217252,340,antibody,stimulation,gene_treat_procedure
217329,417,antibody,serum,gene_gene
217834,922,acute disease,infectious,disease_disease
217871,959,disease,infectious,disease_disease
217990,1078,pericarditis,rare,disease_gene
218123,1211,rubella,disease,disease_disease
218893,619,syndrome,rare,disease_gene
219442,1168,malaria,malaria,disease_disease
220124,441,tapeworm,fish,disease_gene
220420,737,fever,disease,symptom_disease
220509,826,fever,tick borne disease,symptom_disease
221084,120,leishmaniasis,chronic disease,disease_disease
221086,122,leishmaniasis,disease,disease_disease
221094,130,leishmaniasis,systemic disease,disease_disease
221440,476,treatment,therapy,treat_procedure_treat_procedure
221524,560,discharge,pain,symptom_symptom
221525,561,urethral discharge,pain,symptom_symptom
221547,583,trichomoniasis,discharge,disease_symptom
221611,647,treatment,prevention,treat_procedure_treat_procedure
228598,420,presence,infection,treat_procedure_disease
228672,494,presence,infection,treat_procedure_disease
229279,1101,immunization,induction,treat_procedure_treat_procedure
229280,1102,viral infection,lung,disease_disease
229453,1275,delivery,impact,treat_procedure_gene
229916,1738,urgent,surgery,treat_procedure_treat_procedure
232150,551,infection,rare,disease_gene
233474,309,antibody,expression,gene_treat_procedure
233851,686,hepatocytes,infection,gene_disease
233853,688,hepatocytes,infection,gene_disease
234321,1156,infection,type,disease_gene
237717,1012,body,fish,gene_gene
243523,744,syndrome,infectious,disease_disease
244228,1449,detected,detected,treat_procedure_treat_procedure
244331,1552,detection,infection,treat_procedure_disease
247661,1128,race,infection,gene_disease
252002,1163,rst,ed,gene_disease
252655,485,anaemia,thrombocytopenia,disease_disease
252686,516,anaemia,thrombocytopenia,disease_disease
252687,517,anaemia,thrombocytopenia,disease_disease
252691,521,anaemia,thrombocytopenia,disease_disease
253557,341,reduction,arrest,treat_procedure_disease
253558,342,reduction,cardiac arrest,treat_procedure_disease
253564,348,reduction,cardiac arrest,treat_procedure_disease
253565,349,reduction,viral infection,treat_procedure_disease
253567,351,reduction,infection,treat_procedure_disease
253570,354,reduction,cardiac arrest,treat_procedure_disease
253572,356,reduction,infection,treat_procedure_disease
253585,369,reduction,arrest,treat_procedure_disease
253589,373,reduction,arrest,treat_procedure_disease
253598,382,reduction,arrest,treat_procedure_disease
253603,387,reduction,arrest,treat_procedure_disease
253614,398,reduction,cardiac arrest,treat_procedure_disease
253617,401,reduction,cardiac arrest,treat_procedure_disease
253619,403,reduction,viral infection,treat_procedure_disease
254768,356,virus,virus,disease_disease
254783,371,virus,virus,disease_disease
254800,388,immunodeficiency,cat,disease_gene
254813,401,immunodeficiency,cat,disease_gene
255528,1116,reduction,coronavirus,treat_procedure_disease
256421,441,canine distemper virus,rabies virus,disease_disease
258950,622,gap,urgent,gene_treat_procedure
259857,1529,virus infection,brain,disease_disease
262537,2399,cough,bradykinin,symptom_gene
263550,893,his,u,gene_disease
267877,149,virus,infection,disease_disease
268922,1194,virus,infection,disease_disease
269243,49,homologue,virus,gene_disease
272538,1652,pain,vomiting,symptom_symptom
272541,1655,abdominal pain,vomiting,symptom_symptom
272542,1656,pain,vomiting,symptom_symptom
272543,1657,abdominal pain,vomiting,symptom_symptom
273295,123,arthritis,dysuria,disease_symptom
273296,124,arthritis,uveitis,disease_disease
273297,125,arthritis,uveitis,disease_disease
273298,126,arthritis,pneumonitis,disease_disease
273299,127,arthritis,meatitis,disease_disease
273300,128,arthritis,meatitis,disease_disease
273302,130,arthritis,pneumonitis,disease_disease
273305,133,arthritis,dysuria,disease_symptom
273306,134,arthritis,pneumonitis,disease_disease
273308,136,arthritis,gastroenteritis,disease_disease
273311,139,arthritis,dysuria,disease_symptom
273312,140,arthritis,uveitis,disease_disease
273313,141,arthritis,gastroenteritis,disease_disease
273314,142,arthritis,uveitis,disease_disease
273315,143,arthritis,uveitis,disease_disease
273316,144,arthritis,gastroenteritis,disease_disease
273317,145,arthritis,pneumonitis,disease_disease
273318,146,arthritis,gastroenteritis,disease_disease
273319,147,arthritis,dysuria,disease_symptom
273321,149,arthritis,dysuria,disease_symptom
273322,150,arthritis,gastroenteritis,disease_disease
273324,152,arthritis,uveitis,disease_disease
273325,153,arthritis,pneumonitis,disease_disease
273326,154,arthritis,dysuria,disease_symptom
273328,156,arthritis,dysuria,disease_symptom
273329,157,arthritis,pneumonitis,disease_disease
273331,159,arthritis,meatitis,disease_disease
273333,161,arthritis,meatitis,disease_disease
273334,162,arthritis,meatitis,disease_disease
273335,163,arthritis,meatitis,disease_disease
273336,164,arthritis,gastroenteritis,disease_disease
273338,166,arthritis,pneumonitis,disease_disease
273339,167,arthritis,gastroenteritis,disease_disease
273340,168,arthritis,meatitis,disease_disease
273341,169,arthritis,uveitis,disease_disease
273342,170,arthritis,pneumonitis,disease_disease
273343,171,arthritis,pneumonitis,disease_disease
273358,186,cardiac tamponade,myocarditis,disease_disease
273359,187,cardiac tamponade,cardiac failure,disease_disease
273362,190,tamponade,myocarditis,treat_procedure_disease
273365,193,cardiac tamponade,myocarditis,disease_disease
273366,194,tamponade,cardiac failure,treat_procedure_disease
273367,195,cardiac tamponade,cardiac failure,disease_disease
273370,198,cardiac tamponade,myocarditis,disease_disease
273371,199,cardiac tamponade,cardiac failure,disease_disease
273373,201,tamponade,cardiac failure,treat_procedure_disease
273374,202,tamponade,myocarditis,treat_procedure_disease
273377,205,tamponade,cardiac failure,treat_procedure_disease
273378,206,tamponade,myocarditis,treat_procedure_disease
273382,210,cardiac tamponade,cardiac failure,disease_disease
273384,212,tamponade,myocarditis,treat_procedure_disease
273385,213,cardiac tamponade,myocarditis,disease_disease
273389,217,tamponade,cardiac failure,treat_procedure_disease
273395,223,macrophage activation syndrome,syndrome,disease_disease
273407,235,macrophage activation syndrome,syndrome,disease_disease
273412,240,macrophage activation syndrome,syndrome,disease_disease
273415,243,macrophage activation syndrome,syndrome,disease_disease
273707,535,vasculitis,glomerulonephritis,disease_disease
275305,2133,infiltration,interstitial pneumonia,treat_procedure_disease
275317,2145,infiltration,pneumonia,treat_procedure_disease
277245,411,viremia,damage,disease_gene
278106,1272,trade,smallpox,gene_disease
278719,1885,impact,impact,gene_gene
278725,1891,presence,disease,treat_procedure_disease
278726,1892,presence,vector borne disease,treat_procedure_disease
278727,1893,presence,vector borne disease,treat_procedure_disease
278731,1897,presence,disease,treat_procedure_disease
281202,170,virus,reduction,disease_treat_procedure
281233,201,virus,reduction,disease_treat_procedure
282594,1562,condition,condition,disease_disease
288030,800,diarrhea,calicivirus,symptom_disease
288048,818,caliciviruses,gastroenteritis,disease_disease
288200,970,caliciviruses,detected,disease_treat_procedure
288842,1612,mink,caliciviruses,gene_disease
288845,1615,mink,caliciviruses,gene_disease
288907,1677,mink,caliciviruses,gene_disease
288994,1764,mink,fed,gene_disease
289921,857,disease,measles,disease_disease
289941,877,disease,measles,disease_disease
289988,924,disease,disease,disease_disease
295134,1532,coughing,reduction,symptom_treat_procedure
295135,1533,coughing,nasal discharge,symptom_symptom
295137,1535,coughing,loss of appetite,symptom_disease
295141,1539,coughing,discharge,symptom_symptom
295142,1540,coughing,loss of appetite,symptom_disease
295143,1541,coughing,discharge,symptom_symptom
295144,1542,coughing,sneezing,symptom_symptom
295145,1543,coughing,sneezing,symptom_symptom
295147,1545,coughing,reduction,symptom_treat_procedure
295148,1546,coughing,nasal discharge,symptom_symptom
295268,1666,immunodeficiency virus,feline coronavirus,disease_disease
295289,1687,immunodeficiency virus,coronavirus,disease_disease
296161,663,virus,expression,disease_treat_procedure
296166,668,virus,expression,disease_treat_procedure
296168,670,virus,expression,disease_treat_procedure
296341,843,antibody,relapse,gene_disease
296343,845,antibody,relapse,gene_disease
296788,1290,he,extracorporeal membrane oxygenation,disease_treat_procedure
298804,1636,subgroup,lymphocytopenia,disease_disease
298812,1644,subgroup,lymphocytopenia,disease_disease
298819,1651,subgroup,lymphocytopenia,disease_disease
298823,1655,subgroup,lymphocytopenia,disease_disease
301759,122,cardiac fibrosis,ventricular hypertrophy,disease_disease
301761,124,cardiac fibrosis,ventricular hypertrophy,disease_disease
301764,127,cardiac fibrosis,ventricular hypertrophy,disease_disease
301773,136,hypertension,kidney failure,disease_disease
301776,139,arterial hypertension,kidney failure,disease_disease
301802,165,hypertension,kidney failure,disease_disease
301814,177,hypertension,kidney failure,disease_disease
301816,179,arterial hypertension,kidney failure,disease_disease
301817,180,arterial hypertension,kidney failure,disease_disease
303023,1386,dysfunction,hypertension,disease_disease
303024,1387,endothelial dysfunction,hypertension,disease_disease
303028,1391,endothelial dysfunction,hypertension,disease_disease
303031,1394,endothelial dysfunction,hypertension,disease_disease
303038,1401,dysfunction,hypertension,disease_disease
303039,1402,dysfunction,hypertension,disease_disease
303042,1405,endothelial dysfunction,hypertension,disease_disease
303046,1409,dysfunction,hypertension,disease_disease
304144,2507,therapeutic exercise,neutrophilia,treat_procedure_disease
304152,2515,exercise,neutrophilia,treat_procedure_disease
304810,3173,expression,endurance exercise,treat_procedure_treat_procedure
304855,3218,preoperative chemotherapy,impact,treat_procedure_gene
304877,3240,pressurized intraperitoneal aerosol chemotherapy,palliative care,treat_procedure_treat_procedure
304882,3245,pressurized intraperitoneal aerosol chemotherapy,palliative care,treat_procedure_treat_procedure
304944,3307,chemotherapy,impact,treat_procedure_gene
305288,3651,chemotherapy,disease,treat_procedure_disease
306025,454,variola virus,smallpox,disease_disease
307200,2,impact,intervention,gene_treat_procedure
309226,2028,virus,peptide,disease_gene
309234,2036,virus,peptide,disease_gene
310413,228,influenza,illness,disease_symptom
313816,3631,hoarseness,illness,symptom_symptom
313820,3635,hoarseness,illness,symptom_symptom
313821,3636,hoarseness,illness,symptom_symptom
313823,3638,hoarseness,illness,symptom_symptom
314046,38,illness,coronavirus,symptom_disease
315436,1428,protein,cell,gene_gene
317473,156,camel,infection,gene_disease
317982,665,esophagitis,abdominal pain,disease_symptom
317996,679,esophagitis,pain,disease_symptom
317997,680,esophagitis,neck pain,disease_symptom
318120,803,immunization schedule,induction,treat_procedure_treat_procedure
319336,6,disease,me,disease_disease
320507,1177,critical illness,hypercoagulable state,disease_disease
